SysDate-ms	Energy	P_prm_minus
08/13/2018 09:29:10 000	0	-56.56
08/13/2018 09:30:10 000	0	-57.16
08/13/2018 09:31:10 000	0	-57.22
08/13/2018 09:32:10 000	0	-57.4
08/13/2018 09:33:10 000	0	-56.98
08/13/2018 09:34:10 000	0	-57.56
08/13/2018 09:35:10 000	0	-57.9
08/13/2018 09:36:10 001	0	-58.06
08/13/2018 09:37:10 000	0	-58.62
08/13/2018 09:38:10 000	0	-59.04
08/13/2018 09:39:10 000	0	-59.28
08/13/2018 09:40:10 000	0	-58.48
08/13/2018 09:41:10 000	0	-55.98
08/13/2018 09:42:10 000	0	-54.86
08/13/2018 09:43:10 000	0	-56.04
08/13/2018 09:44:10 000	0	-58.44
08/13/2018 09:45:10 001	0	-58.72
08/13/2018 09:46:10 000	0	-59.62
08/13/2018 09:47:10 001	0	-59.56
08/13/2018 09:48:10 000	0	-59.86
08/13/2018 09:49:10 005	0	-59.56
08/13/2018 09:50:10 000	0	-59.4
08/13/2018 09:51:10 001	0	-59.88
08/13/2018 09:52:10 001	0	-59.32
08/13/2018 09:53:10 000	0	-59.2
08/13/2018 09:54:10 001	0	-58.72
08/13/2018 09:55:10 000	0	-58.9
08/13/2018 09:56:10 000	0	-58.78
08/13/2018 09:57:10 000	0	-58.82
08/13/2018 09:58:10 000	0	-59.02
08/13/2018 09:59:10 001	0	-59.92
08/13/2018 10:00:10 000	0	-60.2
08/13/2018 10:01:10 000	0	-60.22
08/13/2018 10:02:10 000	0	-61.08
08/13/2018 10:03:10 000	0	-61.64
08/13/2018 10:04:10 000	0	-62
08/13/2018 10:05:10 000	0	-62.22
08/13/2018 10:06:10 000	0	-62.92
08/13/2018 10:07:10 000	0	-64.18
08/13/2018 10:08:10 000	0	-64.66
08/13/2018 10:09:10 000	0	-64.84
08/13/2018 10:10:10 005	0	-65.2
08/13/2018 10:11:10 000	0	-64.36
08/13/2018 10:12:10 000	0	-62.8
08/13/2018 10:13:10 001	0	-62.96
08/13/2018 10:14:10 000	0	-62.84
08/13/2018 10:15:10 000	0	-62.28
08/13/2018 10:16:10 000	0	-62.78
08/13/2018 10:17:10 000	0	-63.6
08/13/2018 10:18:10 000	0	-43.68
08/13/2018 10:19:10 000	0	-65
08/13/2018 10:20:10 000	0	-60.66
08/13/2018 10:21:10 000	0	-64.1
08/13/2018 10:22:10 001	0	-22.84
08/13/2018 10:23:10 000	0	-35.16
08/13/2018 10:24:10 000	0	-45.1
08/13/2018 10:25:10 000	0	-55.52
08/13/2018 10:26:10 000	0	-27.58
08/13/2018 10:27:10 000	0	-31.28
08/13/2018 10:28:10 000	0	-53.92
08/13/2018 10:29:10 000	0	-62.24
08/13/2018 10:30:10 000	0	-62.44
08/13/2018 10:31:10 000	0	-63.12
08/13/2018 10:32:10 000	0	-64.02
08/13/2018 10:33:10 000	0	-63.14
08/13/2018 10:34:10 000	0	-64.02
08/13/2018 10:35:10 000	0	-65.38
08/13/2018 10:36:10 001	0	-65.34
08/13/2018 10:37:10 000	0	-61.46
08/13/2018 10:38:10 000	0	-62.32
08/13/2018 10:39:10 000	0	-64
08/13/2018 10:40:10 005	0	-65.48
08/13/2018 10:41:10 001	0	-57.78
08/13/2018 10:42:10 001	0	-60.62
08/13/2018 10:43:10 002	0	-62.02
08/13/2018 10:44:10 000	0	-60.58
08/13/2018 10:45:10 000	0	-59.48
08/13/2018 10:46:10 000	0	-61.02
08/13/2018 10:47:10 000	0	-63.2
08/13/2018 10:48:10 000	0	-63.22
08/13/2018 10:49:10 001	0	-62.08
08/13/2018 10:50:10 001	0	-61.56
08/13/2018 10:51:10 000	0	-62.88
08/13/2018 10:52:10 000	0	-63.18
08/13/2018 10:53:10 000	0	-61.92
08/13/2018 10:54:10 001	0	-61.42
08/13/2018 10:55:10 000	0	-59.84
08/13/2018 10:56:10 000	0	-63.68
08/13/2018 10:57:10 001	0	-65.06
08/13/2018 10:58:10 000	0	-62.74
08/13/2018 10:59:10 000	0	-63.4
08/13/2018 11:00:10 000	0	-63.12
08/13/2018 11:01:10 002	0	-62.86
08/13/2018 11:02:10 000	0	-61.58
08/13/2018 11:03:10 000	0	-63.38
08/13/2018 11:04:10 000	0	-62.98
08/13/2018 11:05:10 000	0	-63.38
08/13/2018 11:06:10 000	0	-62.92
08/13/2018 11:07:10 001	0	-64.24
08/13/2018 11:08:10 000	0	-66.34
08/13/2018 11:09:10 001	0	-66.72
08/13/2018 11:10:10 001	0	-66.2
08/13/2018 11:11:10 000	0	-63.34
08/13/2018 11:12:10 000	0	-67.62
08/13/2018 11:13:10 001	0	-67.8
08/13/2018 11:14:10 000	0	-51.44
08/13/2018 11:15:10 000	0	-50.9
08/13/2018 11:16:10 000	0	-45.2
08/13/2018 11:17:10 000	0	-53.44
08/13/2018 11:18:10 000	0	-59.54
08/13/2018 11:19:10 000	0	-52.5
08/13/2018 11:20:10 000	0	-48.1
08/13/2018 11:21:10 000	0	-52.28
08/13/2018 11:22:10 001	0	-61.92
08/13/2018 11:23:10 000	0	-65.12
08/13/2018 11:24:10 000	0	-65.72
08/13/2018 11:25:10 000	0	-67.22
08/13/2018 11:26:10 001	0	-66.28
08/13/2018 11:27:10 000	0	-67.66
08/13/2018 11:28:10 000	0	-66.64
08/13/2018 11:29:10 000	0	-64.9
08/13/2018 11:30:10 000	0	-65.16
08/13/2018 11:31:10 000	0	-65.54
08/13/2018 11:32:10 001	0	-66.48
08/13/2018 11:33:10 000	0	-66
08/13/2018 11:34:10 002	0	-66.88
08/13/2018 11:35:10 000	0	-66.58
08/13/2018 11:36:10 001	0	-65.66
08/13/2018 11:37:10 001	0	-66
08/13/2018 11:38:10 001	0	-63.62
08/13/2018 11:39:10 001	0	-65.82
08/13/2018 11:40:10 001	0	-64.24
08/13/2018 11:41:10 000	0	-62.98
08/13/2018 11:42:10 000	0	-63.6
08/13/2018 11:43:10 001	0	-61.54
08/13/2018 11:44:10 000	0	-61.52
08/13/2018 11:45:10 000	0	-63.98
08/13/2018 11:46:10 000	0	-63.7
08/13/2018 11:47:10 000	0	-64.18
08/13/2018 11:48:10 000	0	-62
08/13/2018 11:49:10 000	0	-58.14
08/13/2018 11:50:10 000	0	-60.5
08/13/2018 11:51:10 001	0	-66.16
08/13/2018 11:52:10 000	0	-65.62
08/13/2018 11:53:10 000	0	-65.64
08/13/2018 11:54:10 001	0	-66
08/13/2018 11:55:10 000	0	-66.92
08/13/2018 11:56:10 000	0	-66.84
08/13/2018 11:57:10 001	0	-65.78
08/13/2018 11:58:10 000	0	-67.42
08/13/2018 11:59:10 000	0	-67.46
08/13/2018 12:00:10 000	0	-67.64
08/13/2018 12:01:10 001	0	-67.88
08/13/2018 12:02:10 000	0	-67.8
08/13/2018 12:03:10 000	0	-67.16
08/13/2018 12:04:10 000	0	-66.56
08/13/2018 12:05:10 000	0	-66.6
08/13/2018 12:06:10 000	0	-65.5
08/13/2018 12:07:10 000	0	-65.18
08/13/2018 12:08:10 000	0	-67.5
08/13/2018 12:09:10 000	0	-67.92
08/13/2018 12:10:10 000	0	-63.32
08/13/2018 12:11:10 000	0	-24.38
08/13/2018 12:12:10 000	0	-69.82
08/13/2018 12:13:10 001	0	-70.66
08/13/2018 12:14:10 001	0	-69.94
08/13/2018 12:15:10 000	0	-68.66
08/13/2018 12:16:10 001	0	-67.94
08/13/2018 12:17:10 000	0	-67.74
08/13/2018 12:18:10 000	0	-67.06
08/13/2018 12:19:10 000	0	-66.82
08/13/2018 12:20:10 000	0	-66.46
08/13/2018 12:21:10 000	0	-66.24
08/13/2018 12:22:10 000	0	-65.2
08/13/2018 12:23:10 001	0	-66.4
08/13/2018 12:24:10 000	0	-66.52
08/13/2018 12:25:10 000	0	-66.54
08/13/2018 12:26:10 000	0	-66.26
08/13/2018 12:27:10 000	0	-65.78
08/13/2018 12:28:10 001	0	-64.8
08/13/2018 12:29:10 000	0	-64.88
08/13/2018 12:30:10 000	0	-65.34
08/13/2018 12:31:10 001	0	-65.48
08/13/2018 12:32:10 000	0	-63.18
08/13/2018 12:33:10 000	0	-57.7
08/13/2018 12:34:10 000	0	-65.48
08/13/2018 12:35:10 001	0	-65.2
08/13/2018 12:36:10 000	0	-65.2
08/13/2018 12:37:10 000	0	-65.12
08/13/2018 12:38:10 000	0	-65.68
08/13/2018 12:39:10 000	0	-19.44
08/13/2018 12:40:10 000	0	-65.94
08/13/2018 12:41:10 001	0	-15.68
08/13/2018 12:42:10 000	0	-12.14
08/13/2018 12:43:10 000	0	-11.98
08/13/2018 12:44:10 000	0	-15.04
08/13/2018 12:45:10 001	0	-70.88
08/13/2018 12:46:10 000	0	-49.74
08/13/2018 12:47:10 000	0	-48.42
08/13/2018 12:48:10 000	0	-16.2
08/13/2018 12:49:10 000	0	-14.2
08/13/2018 12:50:10 000	0	-13.44
08/13/2018 12:51:10 000	0	-14.14
08/13/2018 12:52:10 000	0	-14.08
08/13/2018 12:53:10 000	0	-14
08/13/2018 12:54:10 001	0	-13.54
08/13/2018 12:55:10 000	0	-13.08
08/13/2018 12:56:10 000	0	-12.86
08/13/2018 12:57:10 001	0	-12.84
08/13/2018 12:58:10 000	0	-12.3
08/13/2018 12:59:10 000	0	-11.64
08/13/2018 13:00:10 000	0	-11.7
08/13/2018 13:01:10 000	0	-12.06
08/13/2018 13:02:10 001	0	-12.7
08/13/2018 13:03:10 000	0	-13.88
08/13/2018 13:04:10 000	0	-15.48
08/13/2018 13:05:10 000	0	-16.98
08/13/2018 13:06:10 000	0	-18.18
08/13/2018 13:07:10 000	0	-20.38
08/13/2018 13:08:10 000	0	-47.78
08/13/2018 13:09:10 000	0	-65.08
08/13/2018 13:10:10 000	0	-27.1
08/13/2018 13:11:10 001	0	-24.64
08/13/2018 13:12:10 002	0	-25.28
08/13/2018 13:13:10 000	0	-26.58
08/13/2018 13:14:10 001	0	-27.5
08/13/2018 13:15:10 000	0	-27.66
08/13/2018 13:16:10 000	0	-30.02
08/13/2018 13:17:10 000	0	-29.5
08/13/2018 13:18:10 000	0	-26.64
08/13/2018 13:19:10 000	0	-26.3
08/13/2018 13:20:10 000	0	-25.78
08/13/2018 13:21:10 000	0	-25.02
08/13/2018 13:22:10 000	0	-23.98
08/13/2018 13:23:10 000	0	-22.6
08/13/2018 13:24:10 001	0	-21.28
08/13/2018 13:25:10 000	0	-20.7
08/13/2018 13:26:10 000	0	-20.24
08/13/2018 13:27:10 000	0	-19.98
08/13/2018 13:28:10 000	0	-19.4
08/13/2018 13:29:10 000	0	-18.74
08/13/2018 13:30:10 000	0	-18.32
08/13/2018 13:31:10 000	0	-18.36
08/13/2018 13:32:10 000	0	-18.28
08/13/2018 13:33:10 000	0	-18.04
08/13/2018 13:34:10 001	0	-17.82
08/13/2018 13:35:10 000	0	-18.04
08/13/2018 13:36:10 000	0	-18.56
08/13/2018 13:37:10 000	0	-18.66
08/13/2018 13:38:10 000	0	-18.62
08/13/2018 13:39:10 000	0	-19.28
08/13/2018 13:40:10 000	0	-19.62
08/13/2018 13:41:10 000	0	-19.66
08/13/2018 13:42:10 001	0	-19.44
08/13/2018 13:43:10 000	0	-19.16
08/13/2018 13:44:10 000	0	-19.22
08/13/2018 13:45:10 001	0	-20.56
08/13/2018 13:46:10 000	0	-21.72
08/13/2018 13:47:10 000	0	-30.56
08/13/2018 13:48:10 000	0	-22.58
08/13/2018 13:49:10 000	0	-21.3
08/13/2018 13:50:10 000	0	-20.62
08/13/2018 13:51:10 000	0	-19.98
08/13/2018 13:52:10 000	0	-18.86
08/13/2018 13:53:10 001	0	-18.08
08/13/2018 13:54:10 001	0	-17.94
08/13/2018 13:55:10 001	0	-18.1
08/13/2018 13:56:10 000	0	-18.6
08/13/2018 13:57:10 001	0	-19.5
08/13/2018 13:58:10 000	0	-20.66
08/13/2018 13:59:10 000	0	-21.86
08/13/2018 14:00:10 000	0	-22.64
08/13/2018 14:01:10 001	0	-22.92
08/13/2018 14:02:10 000	0	-22.76
08/13/2018 14:03:10 000	0	-22.68
08/13/2018 14:04:10 001	0	-22.56
08/13/2018 14:05:10 000	0	-22.2
08/13/2018 14:06:10 000	0	-21.88
08/13/2018 14:07:10 000	0	-21.8
08/13/2018 14:08:10 002	0	-22.56
08/13/2018 14:09:10 001	0	-23.08
08/13/2018 14:10:10 001	0	-23.78
08/13/2018 14:11:10 000	0	-29.16
08/13/2018 14:12:10 001	0	-23.46
08/13/2018 14:13:10 000	0	-23.02
08/13/2018 14:14:10 000	0	-24.66
08/13/2018 14:15:10 000	0	-28.52
08/13/2018 14:16:10 000	0	-32.52
08/13/2018 14:17:10 000	0	-36.82
08/13/2018 14:18:10 000	0	-32.86
08/13/2018 14:19:10 000	0	-26.84
08/13/2018 14:20:10 004	0	-33.28
08/13/2018 14:21:10 000	0	-24.9
08/13/2018 14:22:10 000	0	-24.58
08/13/2018 14:23:10 000	0	-32.86
08/13/2018 14:24:10 000	0	-26.56
08/13/2018 14:25:10 000	0	-26.26
08/13/2018 14:26:10 000	0	-26.92
08/13/2018 14:27:10 000	0	-28.58
08/13/2018 14:28:10 000	0	-28.78
08/13/2018 14:29:10 000	0	-46.66
08/13/2018 14:30:10 000	0	-44.54
08/13/2018 14:31:10 000	0	-46.94
08/13/2018 14:32:10 000	0	-41.98
08/13/2018 14:33:10 001	0	-43.14
08/13/2018 14:34:10 000	0	-44.88
08/13/2018 14:35:10 000	0	-44.46
08/13/2018 14:36:10 001	0	-43.22
08/13/2018 14:37:10 000	0	-41.08
08/13/2018 14:38:10 001	0	-41.16
08/13/2018 14:39:10 000	0	-37.56
08/13/2018 14:40:10 000	0	-34.82
08/13/2018 14:41:10 000	0	-24.08
08/13/2018 14:42:10 000	0	-21.16
08/13/2018 14:43:10 000	0	-19.9
08/13/2018 14:44:10 000	0	-19.16
08/13/2018 14:45:10 000	0	-18.52
08/13/2018 14:46:10 000	0	-18
08/13/2018 14:47:10 000	0	-17.68
08/13/2018 14:48:10 000	0	-17.58
08/13/2018 14:49:10 000	0	-17.6
08/13/2018 14:50:10 001	0	-17.66
08/13/2018 14:51:10 000	0	-18.32
08/13/2018 14:52:10 000	0	-24.04
08/13/2018 14:53:10 000	0	-24.32
08/13/2018 14:54:10 000	0	-24.2
08/13/2018 14:55:10 000	0	-23.4
08/13/2018 14:56:10 000	0	-22.68
08/13/2018 14:57:10 000	0	-22.28
08/13/2018 14:58:10 001	0	-21.92
08/13/2018 14:59:10 000	0	-21.74
08/13/2018 15:00:10 000	0	-20.66
08/13/2018 15:01:10 000	0	-18.82
08/13/2018 15:02:10 000	0	-15.94
08/13/2018 15:03:10 003	0	-14.92
08/13/2018 15:04:10 001	0	-14.08
08/13/2018 15:05:10 001	0	-13.12
08/13/2018 15:06:10 005	0	-12.5
08/13/2018 15:07:10 000	0	-12.16
08/13/2018 15:08:10 000	0	-11.92
08/13/2018 15:09:10 000	0	-11.66
08/13/2018 15:10:10 000	0	-11.42
08/13/2018 15:11:10 000	0	-11.5
08/13/2018 15:12:10 000	0	-11.8
08/13/2018 15:13:10 000	0	-12.16
08/13/2018 15:14:10 001	0	-12.22
08/13/2018 15:15:10 000	0	-12.26
08/13/2018 15:16:10 001	0	-12.4
08/13/2018 15:17:10 000	0	-12.58
08/13/2018 15:18:10 000	0	-13
08/13/2018 15:19:10 000	0	-13.42
08/13/2018 15:20:10 000	0	-13.92
08/13/2018 15:21:10 000	0	-14.36
08/13/2018 15:22:10 000	0	-14.82
08/13/2018 15:23:10 000	0	-15.16
08/13/2018 15:24:10 000	0	-15.36
08/13/2018 15:25:10 000	0	-15.34
08/13/2018 15:26:10 000	0	-15.22
08/13/2018 15:27:10 001	0	-15.1
08/13/2018 15:28:10 001	0	-15.06
08/13/2018 15:29:10 000	0	-15.02
08/13/2018 15:30:10 000	0	-15.08
08/13/2018 15:31:10 001	0	-15.2
08/13/2018 15:32:10 002	0	-15.38
08/13/2018 15:33:10 000	0	-15.7
08/13/2018 15:34:10 000	0	-16.04
08/13/2018 15:35:10 000	0	-16.5
08/13/2018 15:36:10 000	0	-17.06
08/13/2018 15:37:10 000	0	-17.86
08/13/2018 15:38:10 000	0	-18.42
08/13/2018 15:39:10 000	0	-18.66
08/13/2018 15:40:10 000	0	-18.48
08/13/2018 15:41:10 000	0	-18.24
08/13/2018 15:42:10 000	0	-18.3
08/13/2018 15:43:10 000	0	-18.5
08/13/2018 15:44:10 000	0	-18.7
08/13/2018 15:45:10 001	0	-18.88
08/13/2018 15:46:10 000	0	-19
08/13/2018 15:47:10 000	0	-19.34
08/13/2018 15:48:10 000	0	-19.8
08/13/2018 15:49:10 000	0	-19.94
08/13/2018 15:50:10 002	0	-20
08/13/2018 15:51:10 001	0	-19.76
08/13/2018 15:52:10 000	0	-19.66
08/13/2018 15:53:10 000	0	-20.14
08/13/2018 15:54:10 001	0	-20.38
08/13/2018 15:55:10 000	0	-20.78
08/13/2018 15:56:10 000	0	-20.74
08/13/2018 15:57:10 000	0	-21.38
08/13/2018 15:58:10 000	0	-21.24
08/13/2018 15:59:10 000	0	-20.54
08/13/2018 16:00:10 000	0	-19
08/13/2018 16:01:10 000	0	-18.76
08/13/2018 16:02:10 000	0	-18.88
08/13/2018 16:03:10 000	0	-18.76
08/13/2018 16:04:10 001	0	-18.82
08/13/2018 16:05:10 002	0	-18.28
08/13/2018 16:06:10 000	0	-17.98
08/13/2018 16:07:10 000	0	-17.56
08/13/2018 16:08:10 005	0	-17.14
08/13/2018 16:09:10 001	0	-16.78
08/13/2018 16:10:10 005	0	-16.6
08/13/2018 16:11:10 001	0	-16.06
08/13/2018 16:12:10 000	0	-15.04
08/13/2018 16:13:10 000	0	-14.2
08/13/2018 16:14:10 000	0	-13.48
08/13/2018 16:15:10 000	0	-13.06
08/13/2018 16:16:10 001	0	-12.94
08/13/2018 16:17:10 000	0	-12.82
08/13/2018 16:18:10 004	0	-12.96
08/13/2018 16:19:10 000	0	-13.18
08/13/2018 16:20:10 000	0	-13.3
08/13/2018 16:21:10 000	0	-13.4
08/13/2018 16:22:10 000	0	-13.36
08/13/2018 16:23:10 000	0	-13.52
08/13/2018 16:24:10 000	0	-13.3
08/13/2018 16:25:10 001	0	-13.24
08/13/2018 16:26:10 000	0	-13.24
08/13/2018 16:27:10 000	0	-13.28
08/13/2018 16:28:10 000	0	-13.36
08/13/2018 16:29:10 001	0	-13.5
08/13/2018 16:30:10 001	0	-13.84
08/13/2018 16:31:10 001	0	-14.06
08/13/2018 16:32:10 000	0	-13.94
08/13/2018 16:33:10 000	0	-13.78
08/13/2018 16:34:10 002	0	-13.66
08/13/2018 16:35:10 000	0	-13.36
08/13/2018 16:36:10 001	0	-12.94
08/13/2018 16:37:10 000	0	-12.48
08/13/2018 16:38:10 000	0	-11.76
08/13/2018 16:39:10 000	0	-11.02
08/13/2018 16:40:10 000	0	-10.28
08/13/2018 16:41:10 000	0	-9.52
08/13/2018 16:42:10 000	0	-8.74
08/13/2018 16:43:10 000	0	-8.14
08/13/2018 16:44:10 000	0	-7.6
08/13/2018 16:45:10 000	0	-7.12
08/13/2018 16:46:10 001	0	-6.72
08/13/2018 16:47:10 000	0	-6.3
08/13/2018 16:48:10 000	0	-5.96
08/13/2018 16:49:10 000	0	-5.64
08/13/2018 16:50:10 000	0	-5.3
08/13/2018 16:51:10 000	0	-4.98
08/13/2018 16:52:10 001	0	-4.66
08/13/2018 16:53:10 000	0	-4.42
08/13/2018 16:54:10 000	0	-4.2
08/13/2018 16:55:10 001	0	-4.02
08/13/2018 16:56:10 000	0	-3.9
08/13/2018 16:57:10 001	0	-3.76
08/13/2018 16:58:10 001	0	-3.52
08/13/2018 16:59:10 000	0	-3.3
08/13/2018 17:00:10 000	0	-3.12
08/13/2018 17:01:10 000	0	-3
08/13/2018 17:02:10 000	0	-2.96
08/13/2018 17:03:10 000	0	-2.94
08/13/2018 17:04:10 000	0	-2.88
08/13/2018 17:05:10 000	0	-2.82
08/13/2018 17:06:10 001	0	-2.7
08/13/2018 17:07:10 000	0	-2.58
08/13/2018 17:08:10 000	0	-2.46
08/13/2018 17:09:10 000	0	-2.38
08/13/2018 17:10:10 000	0	-2.24
08/13/2018 17:11:10 001	0	-2.1
08/13/2018 17:12:10 000	0	-1.96
08/13/2018 17:13:10 000	0	-1.84
08/13/2018 17:14:10 000	0	-1.7
08/13/2018 17:15:10 000	0	-1.58
08/13/2018 17:16:10 000	0	-1.48
08/13/2018 17:17:10 000	0	-1.4
08/13/2018 17:18:10 000	0	-1.28
08/13/2018 17:19:10 000	0	-1.2
08/13/2018 17:20:10 001	0	-1.14
08/13/2018 17:21:10 000	0	-1.08
08/13/2018 17:22:10 000	0	-1.04
08/13/2018 17:23:10 000	0	-1.02
08/13/2018 17:24:10 000	0	-0.92
08/13/2018 17:25:10 000	0	-0.84
08/13/2018 17:26:10 000	0	-0.78
08/13/2018 17:27:10 001	0	-0.72
08/13/2018 17:28:10 000	0	-0.66
08/13/2018 17:29:10 000	0	-0.58
08/13/2018 17:30:10 000	0	-0.54
08/13/2018 17:31:10 000	0	-0.52
08/13/2018 17:32:10 000	0	-0.48
08/13/2018 17:33:10 000	0	-0.46
08/13/2018 17:34:10 000	0	-0.4
08/13/2018 17:35:10 001	0	-0.34
08/13/2018 17:36:10 000	0	-0.28
08/13/2018 17:37:10 000	0	-0.22
08/13/2018 17:38:10 000	0	-0.18
08/13/2018 17:39:10 001	0	-0.16
08/13/2018 17:40:10 001	0	-0.1
08/13/2018 17:41:10 000	0	-0.14
08/13/2018 17:42:10 000	0	-0.14
08/13/2018 17:43:10 000	0	-0.18
08/13/2018 17:44:10 000	0	-0.2
08/13/2018 17:45:10 000	0	-0.22
08/13/2018 17:46:10 000	0	-0.24
08/13/2018 17:47:10 002	0	-0.24
08/13/2018 17:48:10 001	0	-0.24
08/13/2018 17:49:10 000	0	-0.22
08/13/2018 17:50:10 000	0	-0.22
08/13/2018 17:51:10 000	0	-0.22
08/13/2018 17:52:10 000	0	-0.18
08/13/2018 17:53:10 000	0	-0.12
08/13/2018 17:54:10 000	0	-0.1
08/13/2018 17:55:10 000	0	-0.04
08/13/2018 17:56:10 001	0	0
08/13/2018 17:57:10 000	0	0
08/13/2018 17:58:10 000	0	0
08/13/2018 17:59:10 001	0	0
08/13/2018 18:00:10 001	0	0
08/13/2018 18:01:10 000	0	0
08/13/2018 18:02:10 000	0	0
08/13/2018 18:03:10 000	0	0
08/13/2018 18:04:10 000	0	0
08/13/2018 18:05:10 001	0	0
08/13/2018 18:06:10 000	0	0
08/13/2018 18:07:10 000	0	0
08/13/2018 18:08:10 001	0	0
08/13/2018 18:09:10 000	0	0
08/13/2018 18:10:10 000	0	0
08/13/2018 18:11:10 000	0	0
08/13/2018 18:12:10 000	0	0
08/13/2018 18:13:10 000	0	0
08/13/2018 18:14:10 001	0	0
08/13/2018 18:15:10 005	0	0
08/13/2018 18:16:10 000	0	0
08/13/2018 18:17:10 000	0	0
08/13/2018 18:18:10 000	0	0
08/13/2018 18:19:10 000	0	0
08/13/2018 18:20:10 000	0	0
08/13/2018 18:21:10 000	0	0
08/13/2018 18:22:10 000	0	0
08/13/2018 18:23:10 000	0	0
08/13/2018 18:24:10 001	0	0
08/13/2018 18:25:10 000	0	0
08/13/2018 18:26:10 000	0	0
08/13/2018 18:27:10 000	0	0
08/13/2018 18:28:10 000	0	0
08/13/2018 18:29:10 001	0	0
08/13/2018 18:30:10 000	0	0
08/13/2018 18:31:10 000	0	0
08/13/2018 18:32:10 001	0	0
08/13/2018 18:33:10 001	0	0
08/13/2018 18:34:10 000	0	0
08/13/2018 18:35:10 000	0	0
08/13/2018 18:36:10 000	0	0
08/13/2018 18:37:10 001	0	0
08/13/2018 18:38:10 001	0	0
08/13/2018 18:39:10 000	0	0
08/13/2018 18:40:10 000	0	0
08/13/2018 18:41:10 000	0	0
08/13/2018 18:42:10 000	0	0
08/13/2018 18:43:10 000	0	0
08/13/2018 18:44:10 000	0	0
08/13/2018 18:45:10 000	0	0
08/13/2018 18:46:10 000	0	0
08/13/2018 18:47:10 001	0	0
08/13/2018 18:48:10 000	0	0
08/13/2018 18:49:10 000	0	0
08/13/2018 18:50:10 001	0	0
08/13/2018 18:51:10 000	0	0
08/13/2018 18:52:10 000	0	0
08/13/2018 18:53:10 000	0	0
08/13/2018 18:54:10 001	0	0
08/13/2018 18:55:10 000	0	0
08/13/2018 18:56:10 000	0	0
08/13/2018 18:57:10 001	0	0
08/13/2018 18:58:10 001	0	0
08/13/2018 18:59:10 000	0	0
08/13/2018 19:00:10 000	0	0
08/13/2018 19:01:10 000	0	0
08/13/2018 19:02:10 000	0	0
08/13/2018 19:03:10 000	0	0
08/13/2018 19:04:10 000	0	0
08/13/2018 19:05:10 000	0	0
08/13/2018 19:06:10 000	0	0
08/13/2018 19:07:10 001	0	0
08/13/2018 19:08:10 001	0	0
08/13/2018 19:09:10 000	0	0
08/13/2018 19:10:10 000	0	0
08/13/2018 19:11:10 000	0	0
08/13/2018 19:12:10 000	0	0
08/13/2018 19:13:10 000	0	0
08/13/2018 19:14:10 000	0	0
08/13/2018 19:15:10 000	0	0
08/13/2018 19:16:10 000	0	0
08/13/2018 19:17:10 000	0	0
08/13/2018 19:18:10 000	0	0
08/13/2018 19:19:10 000	0	0
08/13/2018 19:20:10 000	0	0
08/13/2018 19:21:10 001	0	0
08/13/2018 19:22:10 000	0	0
08/13/2018 19:23:10 000	0	0
08/13/2018 19:24:10 000	0	0
08/13/2018 19:25:10 000	0	0
08/13/2018 19:26:10 000	0	0
08/13/2018 19:27:10 001	0	0
08/13/2018 19:28:10 000	0	0
08/13/2018 19:29:10 000	0	0
08/13/2018 19:30:10 001	0	0
08/13/2018 19:31:10 000	0	0
08/13/2018 19:32:10 000	0	0
08/13/2018 19:33:10 002	0	0
08/13/2018 19:34:10 000	0	0
08/13/2018 19:35:10 000	0	0
08/13/2018 19:36:10 001	0	0
08/13/2018 19:37:10 000	0	0
08/13/2018 19:38:10 000	0	0
08/13/2018 19:39:10 000	0	0
08/13/2018 19:40:10 000	0	0
08/13/2018 19:41:10 000	0	0
08/13/2018 19:42:10 000	0	0
08/13/2018 19:43:10 000	0	0
08/13/2018 19:44:10 000	0	0
08/13/2018 19:45:10 000	0	0
08/13/2018 19:46:10 000	0	0
08/13/2018 19:47:10 000	0	0
08/13/2018 19:48:10 001	0	0
08/13/2018 19:49:10 005	0	0
08/13/2018 19:50:10 001	0	0
08/13/2018 19:51:10 000	0	0
08/13/2018 19:52:10 000	0	0
08/13/2018 19:53:10 000	0	0
08/13/2018 19:54:10 000	0	0
08/13/2018 19:55:10 000	0	0
08/13/2018 19:56:10 000	0	0
08/13/2018 19:57:10 000	0	0
08/13/2018 19:58:10 000	0	0
08/13/2018 19:59:10 000	0	0
08/13/2018 20:00:10 000	0	0
08/13/2018 20:01:10 000	0	0
08/13/2018 20:02:10 000	0	0
08/13/2018 20:03:10 000	0	0
08/13/2018 20:04:10 000	0	0
08/13/2018 20:05:10 001	0	0
08/13/2018 20:06:10 000	0	0
08/13/2018 20:07:10 000	0	0
08/13/2018 20:08:10 000	0	0
08/13/2018 20:09:10 000	0	0
08/13/2018 20:10:10 000	0	0
08/13/2018 20:11:10 002	0	0
08/13/2018 20:12:10 000	0	0
08/13/2018 20:13:10 000	0	0
08/13/2018 20:14:10 001	0	0
08/13/2018 20:15:10 001	0	0
08/13/2018 20:16:10 001	0	0
08/13/2018 20:17:10 001	0	0
08/13/2018 20:18:10 000	0	0
08/13/2018 20:19:10 001	0	0
08/13/2018 20:20:10 000	0	0
08/13/2018 20:21:10 000	0	0
08/13/2018 20:22:10 001	0	0
08/13/2018 20:23:10 000	0	0
08/13/2018 20:24:10 000	0	0
08/13/2018 20:25:10 000	0	0
